I;II;III;IV;V;Hasła klasyfikacyjne;KA km;KA ki;Uwagi
7;73;;;;BUDOWNICTWO, URBANISTYKA, ARCHITEKTURA;;;
7;73;730;;;Przepisy prawne dotyczące budownictwa, urbanistyki, architektury;B-10;Bc;
7;73;731;;;Programy prac urbanistycznych i ich realizacja;A;Bc;
7;73;732;;;Planowanie przestrzenne;;;
7;73;732;7320;;Studium uwarunkowań i kierunków zagospodarowania przestrzennego;A;Bc;
7;73;732;7321;;Projekty miejscowego planu zagospodarowania przestrzennego;A;Bc;
7;73;732;7322;;Miejscowy plan zagospodarowania przestrzennego;A;Bc;wraz ze zmianami
7;73;732;7323;;Zawiadamianie zainteresowanych stron o przeznaczeniu terenu;B-5;Bc;
7;73;732;7324;;Nadzór nad realizacją ustaleń planów zagospodarowania przestrzennego;B-10;Bc;
7;73;732;7325;;Okresowe oceny skutków zmian w zagospodarowaniu przestrzennym wynikających z realizacji planu miejscowego;A;Bc;
7;73;732;7326;;Ewidencja zatwierdzonych planów i zmian;A;Bc;
7;73;732;7327;;Opinie urbanistyczne o przeznaczeniu terenu w obowiązujących planach zagospodarowania;B-10;Bc;
7;73;732;7328;;Opinie dotyczące podziału nieruchomości w formie postanowień i decyzji o warunkach zabudowy i zagospodarowania terenu;A;Bc;
7;73;733;;;Lokalizacja inwestycji;;;
7;73;733;7330;;Ustalanie warunków zabudowy i zagospodarowania terenu dla inwestycji o znaczeniu krajowym i wojewódzkim;A;Bc;Decyzje, opiniowanie decyzji
7;73;733;7331;;Ustalanie warunków zabudowy i zagospodarowania terenu dla inwestycji o znaczeniu lokalnym;A;Bc;Decyzje
7;73;733;7332;;Opiniowanie projektów inwestycyjnych;BE-5;Bc;
7;73;733;7333;;Określanie zespołu dawnej zabudowy;A;Bc;
7;73;733;7334;;Decyzje w sprawach zmiany sposobu wykorzystania terenu bez dokonania inwestycji;BE-5;Bc;
7;73;734;;;Organizacja służb projektowania i budownictwa;;;
7;73;734;7340;;Organizacja służb budownictwa;B-5;;
7;73;735;;;Nadzór urbanistyczno-budowlany;;;
7;73;735;7350;;Umowy z inwestorami o wzajemnych zobowiązaniach i świadczeniach;B-10;Bc;
7;73;735;7351;;Zatwierdzanie projektów pomników i dzieł plastycznych;A;Bc;
7;73;735;7352;;Zatwierdzanie projektów urządzeń, tablic i reklam;B-5;Bc;
7;73;735;7353;;Pozwolenia na budowę, przebudowę i rozbudowę obiektów budowlanych oraz zmiany sposobu użytkowania obiektów budowlanych lub ich części;B-10;Bc;Okres przechowywania nalicza się zgodnie z ustawą Prawo budowlane
7;73;735;7354;;Zgłoszenia zamiaru przystąpienia do wykonywania robót budowlanych;B-5;Bc;
7;73;735;7355;;Pozwolenia na użytkowanie obiektów budowlanych oraz przyjmowanie zgłoszeń o przystąpieniu do użytkowania;B-10;Bc;
7;73;735;7356;;Pozwolenia na montaż urządzeń wpływających na wygląd obiektów budowlanych;B-10;Bc;
7;73;735;7357;;Pozwolenia na rozbiórkę obiektów budowlanych oraz przyjmowanie zgłoszenia zamiaru przystąpienia do rozbiórki;B-5;Bc;
7;73;735;7358;;Analizy i oceny ruchu budowlanego;A;Bc;
7;73;735;7359;;Zaświadczenia;B-10;Bc;O statusie lokalu, o wydanych pozwoleniach
7;74;;;;GEODEZJA I KARTOGRAFIA;;;
7;74;740;;;Przepisy prawne dotyczące geodezji i kartografii;B-10;Bc;
7;74;740;7400;;Korespondencja ogólna wydziału;B-10;Bc;
7;74;740;7401;;Zespół Uzgadniania Dokumentacji Projektowej;B-10;Bc;
7;74;740;7402;;Państwowy Zasób Geodezyjny i Kartograficzny;B-10;Bc;
7;74;741;;;Ewidencja gruntów i budynków;;;
7;74;741;7410;;Operaty ewidencji gruntów i budynków;A;Bc;
7;74;741;7411;;Numeracja porządkowa nieruchomości;A;Bc;
7;74;741;7412;;Nazewnictwo placów i ulic;A;Bc;
7;74;742;;;Osnowy geodezyjne, mapa zasadnicza, mapy topograficzne;;;
7;74;742;7420;;Osnowy geodezyjne;A;Bc;
7;74;742;7421;;Ochrona znaków geodezyjnych;B-5;Bc;
7;74;742;7422;;Mapa zasadnicza;A;Bc;
7;74;742;7423;;Matryce i nakładki tematyczne mapy zasadniczej;BE-10;Bc;
7;74;742;7424;;Mapy topograficzne;A;Bc;
7;74;742;7425;;Mapy tematyczne;A;Bc;
7;74;743;;;Prace różne (geodezyjne);;;
7;74;743;7430;;Rozgraniczenia i podziały nieruchomości;B-10;Bc;
7;74;743;7431;;Geodezyjna obsługa inwestycji;BE-5;Bc;Mapy obiektów po inwentaryzacji powykonawczej – kat. A
7;74;744;;;Prace geodezyjne i kartograficzne;;;
7;74;744;7440;;Ewidencja urządzeń podziemnych;A;Bc;
7;74;744;7441;;Dokumentacja urządzeń podziemnych;A;Bc;
7;74;744;7442;;Zezwolenia i decyzje dotyczące urządzeń podziemnych;B-10;Bc;
7;74;744;7443;;Roboty związane z urządzeniami podziemnymi;B-10;Bc;
7;74;745;;;Nadzór, ewidencja, udostępnianie zasobu;;;
7;74;745;7450;;Organizacja geodezyjnych jednostek wykonawczych;A;Bc;
7;74;745;7451;;Nadzór nad pracami geodezyjnymi i kartograficznymi;B-5;Bc;
7;74;745;7452;;Gospodarowanie Funduszem Gospodarki Zasobem Geodezyjnym i Kartograficznym;B-5;Bc;
7;74;745;7453;;Ewidencja zasobu geodezyjnego i kartograficznego;A;Bc;Księgi ewidencyjne, mapy rozkładowe sekcji
7;74;745;7454;;Udostępnianie zasobu;B-5;Bc;w tym ewidencja i dokumentacja sprzedaży map
7;75;;;;GEOLOGIA;;;
7;75;750;;;Przepisy prawne dotyczące geologii;B-5;Bc;
7;75;751;;;Geologia surowcowa;;;
7;75;751;7510;;Ewidencja złóż kopalin do eksploatacji;A;Bc;
7;75;751;7511;;Inwentaryzacja i bilanse zasobów złóż kopalin;A;Bc;
7;75;751;7512;;Zezwolenia na eksploatacje złóż kopalin;BE-10;Bc;
7;75;751;7513;;Analizy wykonawstwa prac w zakresie geologii surowcowej;B-5;Bc;
7;75;751;7514;;Opiniowanie koncesji górniczych;BE-5;Bc;
7;75;751;7515;;Zatwierdzanie kryterium bilansowości złóż;B-5;Bc;
7;75;751;7516;;Zatwierdzanie projektu zagospodarowania złoża;B-5;Bc;
7;75;752;;;Nadzór nad robotami geologicznymi;;;
7;75;752;7520;;Nadzór i kontrola nad prowadzeniem badań i sporządzaniem dokumentacji geologicznych;B-5;Bc;
7;75;752;7521;;Orzecznictwo w sprawach szkód powstałych w związku z robotami geologicznymi;B-10;Bc;
7;75;752;7522;;Zezwolenie na prowadzenie prac geologicznych;B-5;Bc;
7;75;752;7523;;Kontrola realizacji planów prac geologicznych;B-10;Bc;
7;75;753;;;Hydrogeologia;;;
7;75;753;7530;;Zatwierdzanie  projektów hydrogeologicznych;B-5;Bc;
7;75;753;7531;;Zatwierdzanie projektu zagospodarowania złoża;B-5;Bc;
7;75;754;;;Geologia inżynierska;;;
7;75;754;7540;;Zatwierdzanie prac projektów geologiczno –inżynierskich;B-5;Bc;
7;75;754;7541;;Zatwierdzanie dokumentacji geologiczno-inżynierskiej ;B-5;Bc;
7;76;;;;OCHRONA ŚRODOWISKA;;;
7;76;760;;;Przepisy prawne dotyczące ochrony środowiska;B-10;Bc;
7;76;761;;;Plany i programy dotyczące ochrony środowiska;;;
7;76;761;7610;;Prognozy i programy przedsięwzięć z zakresu ochrony środowiska;A;Bc;
7;76;761;7611;;Normatywy i wskaźniki czystości wód;BE-10;Bc;
7;76;761;7612;;Normatywy i wskaźniki dotyczące czystości powietrza atmosferycznego;BE-10;Bc;
7;76;761;7613;;Normatywy i wskaźniki dotyczące hałasu;BE-10;Bc;
7;76;761;7614;;Popularyzacja i propaganda ochrony środowiska;B-3;Bc;
7;76;762;;;Nadzór, koordynacja i kontrola ochrony środowiska;;;
7;76;762;7620;;Badania, analizy i oceny jakości środowiska;A;Bc;
7;76;762;7621;;Notatki i pisma z wizji lokalnych;BE-10;Bc;
7;76;762;7622;;Nadzór nad ośrodkami badań i kontroli ochrony środowiska;B-3;Bc;
7;76;762;7623;;Ustanawianie stref ochronnych;BE-5;Bc;
7;76;762;7624;;Opiniowanie lokalizacji inwestycji pod względem szkodliwości dla środowiska;BE-10;Bc;
7;76;762;7625;;Nadzór i kontrola inwestycji w zakresie ochrony środowiska;BE-10;Bc;
7;76;762;7626;;Opiniowanie lokalizacji warsztatów rzemieślniczych;BE-10;Bc;
7;76;762;7627;;Orzecznictwo administracyjne w zakresie szkodliwości dla środowiska;B-5;Bc;
7;76;762;7628;;Wnioski o ściganie za wykroczenia określone w ustawie o ochronie przyrody;B-5;Bc;
7;76;762;7629;;Gospodarowanie Terenowym Funduszem Gospodarki Wodnej i Ochrony Środowiska;B-5;Bc;
7;76;763;;;Ochrona gleby, zieleni, obiektów i urządzeń wodnych;;;
7;76;763;7630;;Ustalanie warunków wprowadzania ścieków do wody i do ziemi;BE-5;Bc;
7;76;763;7631;;Orzekanie kar za nieprzestrzeganie warunków wprowadzania ścieków;B-3;Bc;
7;76;763;7632;;Opiniowanie projektów obiektów budowlanych pod kątem ochrony wód, gleby zieleni;B-3;Bc;
7;76;763;7633;;Budowa, remonty, modernizacje obiektów służących ochronie wód, gleby, zieleni;B-3;Bc;
7;76;763;7634;;Straże ochrony przyrody;B-3;Bc;
7;76;763;7635;;Wycinka drzew i krzewów;B-5;Bc;Zezwolenia
7;76;763;7636;;Utrzymywanie zieleni;B-5;Bc;
7;76;763;7637;;Decyzje w sprawie opłat za gospodarcze korzystanie ze środowiska;B-10;Bc;
7;76;763;7638;;Opiniowanie wniosków o obniżenie opłaty eksploatacyjnej;B-5;Bc;
7;76;764;;;Ochrona powietrza atmosferycznego;;;
7;76;764;7640;;Ewidencja źródeł zanieczyszczeń;A;Bc;
7;76;764;7641;;Modernizacja systemów grzewczych;BE-5;Bc;Dotacje, wnioski
7;76;764;7642;;Uzgadnianie dokumentacji i wielkości emisji;BE-5;Bc;
7;76;764;7643;;Bilanse źródeł szkodliwego zanieczyszczenia powietrza;A;Bc;
7;76;765;;;Szkody górnicze;BE-5;Bc;
7;76;765;7650;;Analizy i informacje dotyczące występowania szkód górniczych;A;Bc;
7;76;765;7651;;Opiniowanie planów ruchu kopalń;A;Bc;
7;76;765;7652;;Programy i plany w zakresie usuwania szkód górniczych;A;Bc;
7;76;765;7653;;Sprawozdania dotyczące usuwania szkód;A;Bc;
7;76;765;7654;;Ewidencja orzeczeń do spraw szkód górniczych;B-10;Bc;
7;76;765;7655;;Nadzór nad wykonaniem orzeczeń w sprawie usuwania szkód;B-10;Bc;
7;76;765;7656;;Koordynacja zamierzeń i współpraca z innymi instytucjami w zakresie zapobiegania i likwidacji szkód;BE-10;Bc;
7;76;765;7657;;Ewidencja budynków mieszkalnych zakwalifikowanych do rozbiórki na skutek szkód górniczych;A;Bc;
7;76;765;7658;;Przeglądy okresowe budynków przeznaczonych do rozbiórki na skutek szkód;B-5;Bc;
7;76;766;;;Gospodarka odpadami;;;
7;76;766;7660;;Odpady niebezpieczne;BE-5;Bc;
7;76;766;7661;;Odpady inne niż niebezpieczne;B-5;Bc;
8;;;;;ZDROWIE, POMOC SPOŁECZNA, OSOBY NIEPEŁNOSPRAWNE;;;
8;80;;;;OCHRONA ZDROWIA LUDNOŚCI;;;
8;80;800;;;Przepisy prawne dotyczące ochrony zdrowia ludności;B-5;Bc;
8;80;801;;;Plany i programy ochrony zdrowia ludności;;;
8;80;801;8010;;Opracowania kompleksowe (baza, kadry, organizacja);A;Bc;
8;80;801;8011;;Opracowania analityczne z zakresu ochrony zdrowia;A;Bc;
8;80;801;8012;;Programy zwalczania chorób społecznych;A;Bc;
8;80;802;;;Organizacja opieki zdrowotnej;;;
8;80;802;8020;;Struktura organizacyjna służby zdrowia w gminie;A;Bc;
8;80;802;8020;80200;Niepubliczne Zakłady Opieki Zdrowotnej;A;Bc;
8;80;802;8020;80201;Publiczne Zakłady Opieki Zdrowotnej ;A;Bc;
8;80;802;8020;80202;Decyzje administracyjne;A;Bc;
8;80;802;8020;80203;Miejska Stacja Sanitarno-Epidemiologiczna;A;Bc;
8;80;802;8021;;Rozwój sieci placówek – programy;A;Bc;
8;80;802;8022;;Modernizacja i remonty placówek służby zdrowia;B-5;Bc;
8;80;802;8023;;Nadzór nad placówkami służby zdrowia;B-5;Bc;
8;80;802;8024;;Pracownicy służby zdrowia (rejestr uprawnień);B-20;Bc;
8;80;802;8025;;Kształcenie podyplomowe;B-5;Bc;
8;80;802;8026;;Zakłady i urządzenia lecznictwa uzdrowiskowego – ewidencja;A;Bc;
8;80;802;8027;;Apteki – tworzenie – zmiany typu – unieruchomienia;A;Bc;
8;80;803;;;Profilaktyka i oświata zdrowotna;;;
8;80;803;8030;;Oświata sanitarna;B-5;Bc;
8;80;803;8031;;Opieka profilaktyczna;B-5;Bc;
8;80;803;8032;;Szczepienia ochronne;B-5;Bc;
8;80;803;8033;;Zapobieganie chorobom zawodowym i wypadkom;B-5;Bc;
8;80;803;8034;;Nadzór nad działalnością średnich szkół medycznych;B-5;Bc;
8;80;803;8035;;Bezpieczeństwo i higiena pracy w placówkach opieki zdrowotnej;B-5;Bc;
8;80;804;;;Lecznictwo;;;
8;80;804;8040;;Metody leczenia, pielęgnacji i rehabilitacji;A;Bc;
8;80;804;8041;;Dokumentacja stanu zdrowia;B-10;Bc;
8;80;804;8042;;Ustalanie chorób i przyczyn zgonów;A;Bc;
8;80;805;;;Sprawy sanitarne i przeciwepidemiologiczne;;;
8;80;805;8050;;Zwalczanie chorób zakaźnych;B-5;Bc;
8;80;805;8051;;Meldunki o zachorowaniach;B-5;Bc;
8;80;805;8052;;Zapobiegawczy nadzór sanitarny;B-5;Bc;
8;80;805;8053;;Bieżący nadzór sanitarny;B-5;;
8;80;806;;;Środki lecznicze i sanitarne;;;
8;80;806;8060;;Zasady zaopatrywania chorych w środki lecznicze i sanitarne;A;Bc;
8;80;806;8061;;Badania środków leczniczych i sanitarnych;B-5;Bc;
8;80;806;8062;;Zezwolenia na wyrób środków leczniczych i sanitarnych;B-10;Bc;
8;80;806;8063;;Krwiodawstwo;B-5;Bc;
8;80;806;8064;;Rozdzielnictwo deficytowych i reglamentowanych artykułów leczniczych i sanitarnych, pomocniczych i technicznych;B-2;Bc;
8;81;;;;POMOC SPOŁECZNA, SPRAWY OSÓB NIEPEŁNOSPRAWNYCH, OPIEKA NAD DZIEĆMI;;;
8;81;810;;;Przepisy prawne dotyczące pomocy społecznej i rehabilitacji osób niepełnosprawnych;B-5;Bc;
8;81;811;;;Jednostki organizacyjne pomocy społecznej;;;
8;81;811;8110;;Ewidencja jednostek pomocy społecznej;A;Bc;
8;81;811;8111;;Nadzór nad działalnością jednostek pomocy społecznej;B-5;Bc;
8;81;812;;;Świadczenia pomocy;;;
8;81;812;8120;;Renty socjalne;B-5;Bc;
8;81;812;8121;;Zasiłki celowe;B-5;Bc;w tym specjalne
8;81;812;8122;;Zasiłki stałe;B-5;Bc;
8;81;812;8123;;Zasiłki okresowe;B-5;Bc;w tym gwarantowane i specjalne
8;81;812;8124;;Składki na ubezpieczenia społeczne;B-5;Bc;
8;81;812;8125;;Pomoc rzeczowa;B-5;Bc;
8;81;812;8126;;Pomoc w ekonomicznym usamodzielnieniu się;B-5;Bc;
8;81;812;8127;;Dodatkowe świadczenia;B-5;Bc;
8;81;812;8127;81270;Dodatki mieszkaniowe;B-5;Bc;
8;81;812;8127;81271;Listy wypłat dodatków;B-5;Bc;
8;81;813;;;Działalność opiekuńcza i usługi opiekuńcze;;;
8;81;813;8130;;Wywiady środowiskowe;B-5;Bc;
8;81;813;8131;;Decyzje o skierowaniu do jednostek organizacyjnych pomocy społecznej;B-5;Bc;
8;81;813;8132;;Mieszkania ochronne;B-5;Bc;
8;81;813;8133;;Interwencje kryzysowe;B-5;Bc;
8;81;813;8134;;Sprawianie pogrzebów;B-5;Bc;
8;81;813;8135;;Pomoc uchodźcom;BE-5;Bc;
8;81;814;;;Sprawy osób niepełnosprawnych;;;
8;81;814;8140;;Zasady doboru zajęć według rodzajów inwalidztwa;B-10;Bc;
8;81;814;8141;;Analiza pracy osób niepełnosprawnych;A;Bc;
8;81;814;8142;;Popularyzacja rehabilitacji zawodowej;B-5;Bc;
8;81;814;8143;;Poradnictwo zawodowe dla osób niepełnosprawnych;B-5;Bc;
8;81;814;8144;;Bezpieczeństwo i higiena pracy;B-5;Bc;
8;81;814;8145;;Organizacje i stowarzyszenia;B-5;Bc;
8;81;815;;;Zatrudnianie i opieka nad osobami niepełnosprawnymi;;;
8;81;815;8150;;Zasady zatrudniania osób niepełnosprawnych;A;Bc;
8;81;815;8151;;Rehabilitacja zawodowa i społeczna;B-5;Bc;Spółdzielnie inwalidzkie, warsztaty pracy chronionej, warsztaty terapii zajęciowej
8;81;815;8152;;Zasady funkcjonowania zakładów opiekuńczo-leczniczych i leczniczo-wychowawczych;A;Bc;
8;81;816;;;Opieka nad dziećmi;;;
8;81;816;8160;;Organizacja domów małego dziecka;A;Bc;
8;81;816;8161;;Świetlice dla dzieci specjalnej troski;B-5;Bc;
8;81;816;8162;;Organizacja i utrzymanie żłobków;B-5;Bc;
8;81;817;;;Zapobieganie patologiom społecznym;;;
8;81;817;8170;;Zwalczanie i zapobieganie alkoholizmowi;B-5;Bc;
8;81;817;8171;;Zwalczanie i zapobieganie narkomanii;B-5;Bc;
8;81;817;8172;;Zwalczanie i zapobieganie innym szkodliwym zjawiskom i patologiom;B-5;Bc;
8;81;818;;;Świadczenia rodzinne;;;
8;81;818;8180;;Zasiłek rodzinny;B-10;Bc;
8;81;818;8181;;Dodatki do zasiłku rodzinnego;B-10;Bc;
8;81;818;8182;;Świadczenia opiekuńcze;;;
8;81;818;8182;81820;Zasiłek pielęgnacyjny;B-10;Bc;
8;81;818;8182;81821;Świadczenia pielęgnacyjne;B-10;Bc;
9;;;;;ZATRUDNIENIE I SPRAWY SOCJALNE;;;
9;90;;;;ZATRUDNIENIE;;;
9;90;900;;;Przepisy prawne dotyczące zatrudnienia;B-10;Bc;
9;90;901;;;Plany i programy zatrudnienia;;;
9;90;901;9010;;Analizy i oceny rynku pracy;A;Bc;
9;90;901;9011;;Bilanse siły roboczej;A;Bc;
9;90;902;;;Pośrednictwo pracy;;;
9;90;902;9020;;Przyjmowanie zgłoszeń zakładów pracy;B-5;Bc;
9;90;902;9021;;Kierowanie do pracy;B-3;Bc;
9;90;902;9022;;Plany werbunkowe i ich realizacja;B-5;Bc;
9;90;902;9023;;Przemieszczanie kadr;B-5;Bc;
9;90;902;9024;;Poradnictwo zawodowe;B-3;Bc;
9;90;903;;;Sprawy bezrobotnych;;;
9;90;903;9030;;Rejestr bezrobotnych;B-5;Bc;
9;90;903;9031;;Pozyskiwanie miejsc pracy dla bezrobotnych;B-5;Bc;
9;90;903;9032;;Przekwalifikowania i przyuczenia do innego zawodu;B-5;Bc;
9;90;903;9033;;Zapobieganie skutkom zbiorowych zwolnień z pracy;B-5;Bc;
9;90;903;9034;;Prace interwencyjne;B-3;Bc;
9;90;903;9035;;Służba zastępcza poborowych;B-5;Bc;
9;90;904;;;Zatrudnianie młodocianych i absolwentów szkół;;;
9;90;904;9040;;Informacja zawodowa;B-3;Bc;
9;90;904;9041;;Zatrudnianie absolwentów szkół wyższych;B-3;Bc;
9;90;904;9042;;Zatrudnianie absolwentów szkół średnich;B-3;Bc;
9;90;904;9043;;Zatrudnianie absolwentów szkół podstawowych;B-3;Bc;
9;90;904;9044;;Bilanse młodocianych sił roboczych;A;Bc;
9;90;904;9045;;Rekrutacja młodzieży do hufców pracy;B-3;Bc;
9;90;905;;;Zatrudnianie za granicą i zatrudnianie cudzoziemców;;;
9;90;905;9050;;Umowy, porozumienia, wytyczne;B-5;Bc;
9;90;905;9051;;Zgłoszenia osób podejmujących prace za granicą na podstawie umów indywidualnych;B-5;Bc;
9;90;905;9052;;Kierowanie do pracy za granicą;B-5;Bc;
9;90;905;9053;;Zezwolenia na zatrudnienie cudzoziemców;B-5;Bc;
9;91;;;;SPRAWY SOCJALNE;;;
9;91;910;;;Przepisy prawne dotyczące spraw socjalnych;B-10;Bc;
9;91;911;;;Fundusz Pracy;;;
9;91;911;9110;;Propozycje do planu funduszu pracy;B-3;Bc;
9;91;911;9111;;Gospodarowanie środkami Funduszu Pracy;B-5;Bc;
9;91;911;9112;;Zasiłki dla bezrobotnych;B-5;Bc;
9;91;911;9113;;Zasiłki szkoleniowe;B-5;Bc;
9;91;911;9114;;Pożyczki na tworzenie dodatkowych miejsc pracy;B-5;Bc;
9;91;911;9115;;Refundacje wynagrodzeń inwalidów, młodocianych, uczniów;B-5;Bc;
9;91;912;;;Różne akcje socjalne;;;
9;91;912;9120;;Stypendia;B-5;Bc;
9;91;912;9121;;Hotele robotnicze;B-3;Bc;
;;;;;;;;
